time(UTC),latitude,longitude,distance(m),ice(m)
10-Jan-2020 19:15:26,-75.2028,-104.8287,2353.3920,-518.7519
10-Jan-2020 19:15:25,-75.2028,-104.8287,2353.1020,-518.7268
10-Jan-2020 19:15:24,-75.2028,-104.8287,2352.7524,-518.7176
10-Jan-2020 19:15:23,-75.2028,-104.8287,2352.4527,-518.7051
10-Jan-2020 19:15:22,-75.2028,-104.8287,2352.1435,-518.6939
10-Jan-2020 19:15:21,-75.2028,-104.8287,2351.9132,-518.6892
10-Jan-2020 19:15:20,-75.2028,-104.8287,2351.6824,-518.7121
10-Jan-2020 19:15:19,-75.2028,-104.8287,2351.4782,-518.7525
10-Jan-2020 19:15:18,-75.2029,-104.8287,2351.2445,-518.7866
10-Jan-2020 19:15:17,-75.2029,-104.8287,2350.9922,-518.7889
10-Jan-2020 19:15:16,-75.2029,-104.8287,2350.7268,-518.7750
10-Jan-2020 19:15:15,-75.2029,-104.8287,2350.4619,-518.7581
10-Jan-2020 19:15:14,-75.2029,-104.8287,2350.1955,-518.7530
10-Jan-2020 19:15:13,-75.2029,-104.8287,2349.9353,-518.7641
10-Jan-2020 19:15:12,-75.2029,-104.8287,2349.6761,-518.7920
10-Jan-2020 19:15:11,-75.2029,-104.8287,2349.4374,-518.8318
10-Jan-2020 19:15:10,-75.2029,-104.8287,2349.1709,-518.8589
10-Jan-2020 19:15:09,-75.2029,-104.8287,2348.8931,-518.8721
10-Jan-2020 19:15:08,-75.2029,-104.8287,2348.5269,-518.8637
10-Jan-2020 19:15:07,-75.2029,-104.8287,2348.1606,-518.8461
10-Jan-2020 19:15:06,-75.2029,-104.8287,2347.7581,-518.8198
10-Jan-2020 19:15:05,-75.2029,-104.8287,2347.4107,-518.8029
10-Jan-2020 19:15:04,-75.2029,-104.8287,2347.0062,-518.7959
10-Jan-2020 19:15:03,-75.2029,-104.8287,2346.6164,-518.8029
10-Jan-2020 19:15:02,-75.2029,-104.8287,2346.1873,-518.8066
10-Jan-2020 19:15:01,-75.2029,-104.8287,2345.7556,-518.7980
10-Jan-2020 19:15:00,-75.2029,-104.8287,2345.2745,-518.7707
10-Jan-2020 19:14:59,-75.2029,-104.8287,2344.7962,-518.7405
10-Jan-2020 19:14:58,-75.2029,-104.8287,2344.4089,-518.7236
10-Jan-2020 19:14:57,-75.2029,-104.8287,2344.1050,-518.7211
10-Jan-2020 19:14:56,-75.2029,-104.8287,2343.9026,-518.7326
10-Jan-2020 19:14:55,-75.2029,-104.8287,2343.7477,-518.7555
10-Jan-2020 19:14:54,-75.2029,-104.8287,2343.6351,-518.7865
10-Jan-2020 19:14:53,-75.2029,-104.8287,2343.5358,-518.8084
10-Jan-2020 19:14:52,-75.2029,-104.8287,2343.3738,-518.8136
10-Jan-2020 19:14:51,-75.2029,-104.8287,2343.1603,-518.8097
10-Jan-2020 19:14:50,-75.2029,-104.8287,2342.8811,-518.8091
10-Jan-2020 19:14:49,-75.2029,-104.8287,2342.6693,-518.8119
10-Jan-2020 19:14:48,-75.2029,-104.8287,2342.5453,-518.8165
10-Jan-2020 19:14:47,-75.2029,-104.8287,2342.4844,-518.8201
10-Jan-2020 19:14:46,-75.2029,-104.8287,2342.3816,-518.8254
10-Jan-2020 19:14:45,-75.2029,-104.8287,2342.1741,-518.8288
10-Jan-2020 19:14:44,-75.2029,-104.8287,2341.8942,-518.8305
10-Jan-2020 19:14:43,-75.2029,-104.8287,2341.5757,-518.8221
10-Jan-2020 19:14:42,-75.2029,-104.8287,2341.2693,-518.8052
10-Jan-2020 19:14:41,-75.2029,-104.8287,2340.9583,-518.7773
10-Jan-2020 19:14:40,-75.2030,-104.8287,2340.6396,-518.7533
10-Jan-2020 19:14:39,-75.2030,-104.8287,2340.3081,-518.7333
10-Jan-2020 19:14:38,-75.2030,-104.8287,2339.9702,-518.7223
10-Jan-2020 19:14:37,-75.2030,-104.8287,2339.6776,-518.7062
10-Jan-2020 19:14:36,-75.2030,-104.8287,2339.4408,-518.6848
10-Jan-2020 19:14:35,-75.2030,-104.8287,2339.2800,-518.6683
10-Jan-2020 19:14:34,-75.2030,-104.8287,2339.1045,-518.6740
10-Jan-2020 19:14:33,-75.2030,-104.8287,2338.8863,-518.7021
10-Jan-2020 19:14:32,-75.2030,-104.8287,2338.5869,-518.7274
10-Jan-2020 19:14:31,-75.2030,-104.8287,2338.2854,-518.7369
10-Jan-2020 19:14:30,-75.2030,-104.8287,2337.9954,-518.7304
10-Jan-2020 19:14:29,-75.2030,-104.8287,2337.7479,-518.7137
10-Jan-2020 19:14:28,-75.2030,-104.8287,2337.4994,-518.6969
10-Jan-2020 19:14:27,-75.2030,-104.8287,2337.2543,-518.6865
10-Jan-2020 19:14:26,-75.2030,-104.8287,2336.9778,-518.7038
10-Jan-2020 19:14:25,-75.2030,-104.8287,2336.6870,-518.7308
10-Jan-2020 19:14:24,-75.2030,-104.8287,2336.3910,-518.7626
10-Jan-2020 19:14:23,-75.2030,-104.8288,2336.1336,-518.7797
10-Jan-2020 19:14:22,-75.2030,-104.8288,2335.8921,-518.8008
10-Jan-2020 19:14:21,-75.2030,-104.8288,2335.6571,-518.8198
10-Jan-2020 19:14:20,-75.2030,-104.8288,2335.3750,-518.8387
10-Jan-2020 19:14:19,-75.2030,-104.8288,2335.0489,-518.8497
10-Jan-2020 19:14:18,-75.2030,-104.8288,2334.6952,-518.8599
10-Jan-2020 19:14:17,-75.2030,-104.8288,2334.3814,-518.8721
10-Jan-2020 19:14:16,-75.2030,-104.8288,2334.1471,-518.8864
10-Jan-2020 19:14:15,-75.2030,-104.8288,2333.9301,-518.8996
10-Jan-2020 19:14:14,-75.2030,-104.8288,2333.7104,-518.9117
10-Jan-2020 19:14:13,-75.2030,-104.8288,2333.4455,-518.9270
10-Jan-2020 19:14:12,-75.2030,-104.8288,2333.1823,-518.9428
10-Jan-2020 19:14:11,-75.2030,-104.8288,2332.8976,-518.9434
10-Jan-2020 19:14:10,-75.2030,-104.8288,2332.5798,-518.9171
10-Jan-2020 19:14:09,-75.2030,-104.8288,2332.2661,-518.8665
10-Jan-2020 19:14:08,-75.2030,-104.8288,2331.9326,-518.8237
10-Jan-2020 19:14:07,-75.2030,-104.8288,2331.6434,-518.7997
10-Jan-2020 19:14:06,-75.2030,-104.8288,2331.3316,-518.7967
10-Jan-2020 19:14:05,-75.2030,-104.8288,2331.0896,-518.7976
10-Jan-2020 19:14:04,-75.2030,-104.8288,2330.8284,-518.7948
10-Jan-2020 19:14:03,-75.2030,-104.8288,2330.5958,-518.7874
10-Jan-2020 19:14:02,-75.2031,-104.8288,2330.3308,-518.7772
10-Jan-2020 19:14:01,-75.2031,-104.8288,2330.0932,-518.7734
10-Jan-2020 19:14:00,-75.2031,-104.8288,2329.8309,-518.7774
10-Jan-2020 19:13:59,-75.2031,-104.8288,2329.5523,-518.7883
10-Jan-2020 19:13:58,-75.2031,-104.8288,2329.2396,-518.7989
10-Jan-2020 19:13:57,-75.2031,-104.8288,2328.9590,-518.8111
10-Jan-2020 19:13:56,-75.2031,-104.8288,2328.6671,-518.8245
10-Jan-2020 19:13:55,-75.2031,-104.8288,2328.4073,-518.8403
10-Jan-2020 19:13:54,-75.2031,-104.8288,2328.1336,-518.8489
10-Jan-2020 19:13:53,-75.2031,-104.8288,2327.9192,-518.8487
10-Jan-2020 19:13:52,-75.2031,-104.8288,2327.7040,-518.8404
10-Jan-2020 19:13:51,-75.2031,-104.8288,2327.4718,-518.8335
10-Jan-2020 19:13:50,-75.2031,-104.8288,2327.1588,-518.8341
10-Jan-2020 19:13:49,-75.2031,-104.8288,2326.8422,-518.8421
10-Jan-2020 19:13:48,-75.2031,-104.8288,2326.5272,-518.8521
10-Jan-2020 19:13:47,-75.2031,-104.8288,2326.2707,-518.8408
10-Jan-2020 19:13:46,-75.2031,-104.8288,2325.9751,-518.8081
10-Jan-2020 19:13:45,-75.2031,-104.8288,2325.7254,-518.7560
10-Jan-2020 19:13:44,-75.2031,-104.8288,2325.4266,-518.7269
10-Jan-2020 19:13:43,-75.2031,-104.8288,2325.1646,-518.7207
10-Jan-2020 19:13:42,-75.2031,-104.8288,2324.8255,-518.7373
10-Jan-2020 19:13:41,-75.2031,-104.8288,2324.5386,-518.7484
10-Jan-2020 19:13:40,-75.2031,-104.8288,2324.2380,-518.7474
10-Jan-2020 19:13:39,-75.2031,-104.8288,2324.0037,-518.7296
10-Jan-2020 19:13:38,-75.2031,-104.8288,2323.7354,-518.7005
10-Jan-2020 19:13:37,-75.2031,-104.8288,2323.4905,-518.6841
10-Jan-2020 19:13:36,-75.2031,-104.8288,2323.2262,-518.6899
10-Jan-2020 19:13:35,-75.2031,-104.8288,2322.9680,-518.7180
10-Jan-2020 19:13:34,-75.2031,-104.8288,2322.6792,-518.7483
10-Jan-2020 19:13:33,-75.2031,-104.8288,2322.3768,-518.7761
10-Jan-2020 19:13:32,-75.2031,-104.8288,2322.0772,-518.8044
10-Jan-2020 19:13:31,-75.2031,-104.8288,2321.7861,-518.8069
10-Jan-2020 19:13:30,-75.2031,-104.8288,2321.5232,-518.7971
10-Jan-2020 19:13:29,-75.2031,-104.8288,2321.2754,-518.7690
10-Jan-2020 19:13:28,-75.2031,-104.8288,2321.0293,-518.7729
10-Jan-2020 19:13:27,-75.2031,-104.8288,2320.7373,-518.7806
10-Jan-2020 19:13:26,-75.2031,-104.8288,2320.4169,-518.7952
10-Jan-2020 19:13:25,-75.2031,-104.8288,2320.0696,-518.7919
10-Jan-2020 19:13:24,-75.2032,-104.8288,2319.7166,-518.7864
10-Jan-2020 19:13:23,-75.2032,-104.8288,2319.3802,-518.7709
10-Jan-2020 19:13:22,-75.2032,-104.8288,2319.0793,-518.7518
10-Jan-2020 19:13:21,-75.2032,-104.8288,2318.8135,-518.7281
10-Jan-2020 19:13:20,-75.2032,-104.8288,2318.5593,-518.7228
10-Jan-2020 19:13:19,-75.2032,-104.8288,2318.2823,-518.7317
10-Jan-2020 19:13:18,-75.2032,-104.8288,2318.0102,-518.7546
10-Jan-2020 19:13:17,-75.2032,-104.8288,2317.7173,-518.7818
10-Jan-2020 19:13:16,-75.2032,-104.8288,2317.4572,-518.8018
10-Jan-2020 19:13:15,-75.2032,-104.8288,2317.1875,-518.8144
10-Jan-2020 19:13:14,-75.2032,-104.8288,2316.9394,-518.8009
10-Jan-2020 19:13:13,-75.2032,-104.8289,2316.6621,-518.7908
10-Jan-2020 19:13:12,-75.2032,-104.8289,2316.3790,-518.7808
10-Jan-2020 19:13:11,-75.2032,-104.8289,2316.0488,-518.7858
10-Jan-2020 19:13:10,-75.2032,-104.8289,2315.7005,-518.7876
10-Jan-2020 19:13:09,-75.2032,-104.8289,2315.3113,-518.7948
10-Jan-2020 19:13:08,-75.2032,-104.8289,2314.9185,-518.7815
10-Jan-2020 19:13:07,-75.2032,-104.8289,2314.5020,-518.7525
10-Jan-2020 19:13:06,-75.2032,-104.8289,2314.1038,-518.7121
10-Jan-2020 19:13:05,-75.2032,-104.8289,2313.6832,-518.7076
10-Jan-2020 19:13:04,-75.2032,-104.8289,2313.3041,-518.7306
10-Jan-2020 19:13:03,-75.2032,-104.8289,2312.9085,-518.7608
10-Jan-2020 19:13:02,-75.2032,-104.8289,2312.5903,-518.7747
10-Jan-2020 19:13:01,-75.2032,-104.8289,2312.2722,-518.7799
10-Jan-2020 19:13:00,-75.2032,-104.8289,2312.0404,-518.7798
10-Jan-2020 19:12:59,-75.2032,-104.8289,2311.8403,-518.7800
10-Jan-2020 19:12:58,-75.2032,-104.8289,2311.7147,-518.7711
10-Jan-2020 19:12:57,-75.2032,-104.8289,2311.5350,-518.7693
10-Jan-2020 19:12:56,-75.2032,-104.8289,2311.2976,-518.7662
10-Jan-2020 19:12:55,-75.2032,-104.8289,2310.9810,-518.7748
10-Jan-2020 19:12:54,-75.2032,-104.8289,2310.7285,-518.7831
10-Jan-2020 19:12:53,-75.2032,-104.8289,2310.5366,-518.7911
10-Jan-2020 19:12:52,-75.2032,-104.8289,2310.4177,-518.7909
10-Jan-2020 19:12:51,-75.2032,-104.8289,2310.3076,-518.7860
10-Jan-2020 19:12:50,-75.2032,-104.8289,2310.1595,-518.7791
10-Jan-2020 19:12:49,-75.2032,-104.8289,2309.9480,-518.7734
10-Jan-2020 19:12:48,-75.2032,-104.8289,2309.6519,-518.7688
10-Jan-2020 19:12:47,-75.2033,-104.8289,2309.2980,-518.7654
10-Jan-2020 19:12:46,-75.2033,-104.8289,2308.9520,-518.7632
10-Jan-2020 19:12:45,-75.2033,-104.8289,2308.6185,-518.7569
10-Jan-2020 19:12:44,-75.2033,-104.8289,2308.3425,-518.7463
10-Jan-2020 19:12:43,-75.2033,-104.8289,2308.0790,-518.7304
10-Jan-2020 19:12:42,-75.2033,-104.8289,2307.8458,-518.7187
10-Jan-2020 19:12:41,-75.2033,-104.8289,2307.6184,-518.7111
10-Jan-2020 19:12:40,-75.2033,-104.8289,2307.3665,-518.7031
10-Jan-2020 19:12:39,-75.2033,-104.8289,2307.0988,-518.6918
10-Jan-2020 19:12:38,-75.2033,-104.8289,2306.7978,-518.6774
10-Jan-2020 19:12:37,-75.2033,-104.8289,2306.5186,-518.6689
10-Jan-2020 19:12:36,-75.2033,-104.8289,2306.2107,-518.6647
10-Jan-2020 19:12:35,-75.2033,-104.8289,2305.9444,-518.6756
10-Jan-2020 19:12:34,-75.2033,-104.8289,2305.6509,-518.6971
10-Jan-2020 19:12:33,-75.2033,-104.8289,2305.3959,-518.7292
10-Jan-2020 19:12:32,-75.2033,-104.8289,2305.0859,-518.7506
10-Jan-2020 19:12:31,-75.2033,-104.8289,2304.7901,-518.7688
10-Jan-2020 19:12:30,-75.2033,-104.8289,2304.4607,-518.7721
10-Jan-2020 19:12:29,-75.2033,-104.8289,2304.1545,-518.7846
10-Jan-2020 19:12:28,-75.2033,-104.8289,2303.8371,-518.7784
10-Jan-2020 19:12:27,-75.2033,-104.8289,2303.5385,-518.7782
10-Jan-2020 19:12:26,-75.2033,-104.8289,2303.2319,-518.7559
10-Jan-2020 19:12:25,-75.2033,-104.8289,2302.9368,-518.7447
10-Jan-2020 19:12:24,-75.2033,-104.8289,2302.6395,-518.7307
10-Jan-2020 19:12:23,-75.2033,-104.8289,2302.3676,-518.7205
10-Jan-2020 19:12:22,-75.2033,-104.8289,2302.1093,-518.7012
10-Jan-2020 19:12:21,-75.2033,-104.8289,2301.8762,-518.6991
10-Jan-2020 19:12:20,-75.2033,-104.8289,2301.6422,-518.7404
10-Jan-2020 19:12:19,-75.2033,-104.8289,2301.4014,-518.8500
10-Jan-2020 19:12:18,-75.2033,-104.8289,2301.1623,-518.9816
10-Jan-2020 19:12:17,-75.2033,-104.8289,2300.9099,-519.1041
10-Jan-2020 19:12:16,-75.2033,-104.8289,2300.6779,-519.1674
10-Jan-2020 19:12:15,-75.2033,-104.8289,2300.4007,-519.1923
10-Jan-2020 19:12:14,-75.2033,-104.8290,2300.1330,-519.2026
10-Jan-2020 19:12:13,-75.2033,-104.8290,2299.8037,-519.2234
10-Jan-2020 19:12:12,-75.2033,-104.8290,2299.5084,-519.2505
10-Jan-2020 19:12:11,-75.2034,-104.8290,2299.1880,-519.2673
10-Jan-2020 19:12:10,-75.2034,-104.8290,2298.9113,-519.2719
10-Jan-2020 19:12:09,-75.2034,-104.8290,2298.5829,-519.2688
10-Jan-2020 19:12:08,-75.2034,-104.8290,2298.2612,-519.2645
10-Jan-2020 19:12:07,-75.2034,-104.8290,2297.9122,-519.2619
10-Jan-2020 19:12:06,-75.2034,-104.8290,2297.6221,-519.2608
10-Jan-2020 19:12:05,-75.2034,-104.8290,2297.3398,-519.2618
10-Jan-2020 19:12:04,-75.2034,-104.8290,2297.0765,-519.2631
10-Jan-2020 19:12:03,-75.2034,-104.8290,2296.7666,-519.2644
10-Jan-2020 19:12:02,-75.2034,-104.8290,2296.4402,-519.2619
10-Jan-2020 19:12:01,-75.2034,-104.8290,2296.0987,-519.2568
10-Jan-2020 19:12:00,-75.2034,-104.8290,2295.7947,-519.2490
10-Jan-2020 19:11:59,-75.2034,-104.8290,2295.5219,-519.2426
10-Jan-2020 19:11:58,-75.2034,-104.8290,2295.2596,-519.2368
10-Jan-2020 19:11:57,-75.2034,-104.8290,2295.0048,-519.2326
10-Jan-2020 19:11:56,-75.2034,-104.8290,2294.7396,-519.2294
10-Jan-2020 19:11:55,-75.2034,-104.8290,2294.5066,-519.2272
10-Jan-2020 19:11:54,-75.2034,-104.8290,2294.2468,-519.2205
10-Jan-2020 19:11:53,-75.2034,-104.8290,2293.9962,-519.2132
10-Jan-2020 19:11:52,-75.2034,-104.8290,2293.7074,-519.2054
10-Jan-2020 19:11:51,-75.2034,-104.8290,2293.4481,-519.2022
10-Jan-2020 19:11:50,-75.2034,-104.8290,2293.1847,-519.1985
10-Jan-2020 19:11:49,-75.2034,-104.8290,2292.9406,-519.1963
10-Jan-2020 19:11:48,-75.2034,-104.8290,2292.6596,-519.1987
10-Jan-2020 19:11:47,-75.2034,-104.8290,2292.3540,-519.2025
10-Jan-2020 19:11:46,-75.2034,-104.8290,2292.0380,-519.2063
10-Jan-2020 19:11:45,-75.2034,-104.8290,2291.7374,-519.2038
10-Jan-2020 19:11:44,-75.2034,-104.8290,2291.4596,-519.1991
10-Jan-2020 19:11:43,-75.2034,-104.8290,2291.1753,-519.1922
10-Jan-2020 19:11:42,-75.2034,-104.8290,2290.9064,-519.1855
10-Jan-2020 19:11:41,-75.2034,-104.8290,2290.6096,-519.1753
10-Jan-2020 19:11:40,-75.2034,-104.8290,2290.3334,-519.1575
10-Jan-2020 19:11:39,-75.2034,-104.8290,2290.0201,-519.1410
10-Jan-2020 19:11:38,-75.2034,-104.8290,2289.7410,-519.1326
10-Jan-2020 19:11:37,-75.2034,-104.8290,2289.4244,-519.1427
10-Jan-2020 19:11:36,-75.2034,-104.8290,2289.1211,-519.1555
10-Jan-2020 19:11:35,-75.2035,-104.8290,2288.7809,-519.1683
10-Jan-2020 19:11:34,-75.2035,-104.8290,2288.4631,-519.1715
10-Jan-2020 19:11:33,-75.2035,-104.8290,2288.1359,-519.1714
10-Jan-2020 19:11:32,-75.2035,-104.8290,2287.8417,-519.1676
10-Jan-2020 19:11:31,-75.2035,-104.8291,2287.5247,-519.1637
10-Jan-2020 19:11:30,-75.2035,-104.8291,2287.2436,-519.1600
10-Jan-2020 19:11:29,-75.2035,-104.8291,2286.9422,-519.1576
10-Jan-2020 19:11:28,-75.2035,-104.8291,2286.6979,-519.1558
10-Jan-2020 19:11:27,-75.2035,-104.8291,2286.4326,-519.1556
10-Jan-2020 19:11:26,-75.2035,-104.8291,2286.2035,-519.1553
10-Jan-2020 19:11:25,-75.2035,-104.8291,2285.9379,-519.1553
10-Jan-2020 19:11:24,-75.2035,-104.8291,2285.6930,-519.1550
10-Jan-2020 19:11:23,-75.2035,-104.8291,2285.4214,-519.1539
10-Jan-2020 19:11:22,-75.2035,-104.8291,2285.1640,-519.1489
10-Jan-2020 19:11:21,-75.2035,-104.8291,2284.9095,-519.1313
10-Jan-2020 19:11:20,-75.2035,-104.8291,2284.6756,-519.0960
10-Jan-2020 19:11:19,-75.2035,-104.8291,2284.4609,-519.0467
10-Jan-2020 19:11:18,-75.2035,-104.8291,2284.2480,-518.9991
10-Jan-2020 19:11:17,-75.2035,-104.8291,2284.0228,-518.9663
10-Jan-2020 19:11:16,-75.2035,-104.8291,2283.7653,-518.9432
10-Jan-2020 19:11:15,-75.2035,-104.8291,2283.4672,-518.9246
10-Jan-2020 19:11:14,-75.2035,-104.8291,2283.1775,-518.9127
10-Jan-2020 19:11:13,-75.2035,-104.8291,2282.8686,-518.9251
10-Jan-2020 19:11:12,-75.2035,-104.8291,2282.5545,-518.9675
10-Jan-2020 19:11:11,-75.2035,-104.8291,2282.2144,-519.0215
10-Jan-2020 19:11:10,-75.2035,-104.8291,2281.9438,-519.0675
10-Jan-2020 19:11:09,-75.2035,-104.8291,2281.7161,-519.0899
10-Jan-2020 19:11:08,-75.2035,-104.8291,2281.4590,-519.0972
10-Jan-2020 19:11:07,-75.2035,-104.8291,2281.0940,-519.0950
10-Jan-2020 19:11:06,-75.2035,-104.8291,2280.6715,-519.0893
10-Jan-2020 19:11:05,-75.2035,-104.8291,2280.2888,-519.0798
10-Jan-2020 19:11:04,-75.2035,-104.8292,2279.9667,-519.0681
10-Jan-2020 19:11:03,-75.2035,-104.8292,2279.7094,-519.0577
10-Jan-2020 19:11:02,-75.2035,-104.8292,2279.4536,-519.0511
10-Jan-2020 19:11:01,-75.2035,-104.8292,2279.2014,-519.0465
10-Jan-2020 19:11:00,-75.2036,-104.8292,2278.9106,-519.0408
10-Jan-2020 19:10:59,-75.2036,-104.8292,2278.6338,-519.0313
10-Jan-2020 19:10:58,-75.2036,-104.8292,2278.3615,-519.0204
10-Jan-2020 19:10:57,-75.2036,-104.8292,2278.1150,-519.0117
10-Jan-2020 19:10:56,-75.2036,-104.8292,2277.8530,-519.0073
10-Jan-2020 19:10:55,-75.2036,-104.8292,2277.5844,-519.0060
10-Jan-2020 19:10:54,-75.2036,-104.8292,2277.3253,-519.0051
10-Jan-2020 19:10:53,-75.2036,-104.8292,2277.0846,-519.0014
10-Jan-2020 19:10:52,-75.2036,-104.8292,2276.8581,-518.9949
10-Jan-2020 19:10:51,-75.2036,-104.8292,2276.5940,-518.9870
10-Jan-2020 19:10:50,-75.2036,-104.8292,2276.3137,-518.9820
10-Jan-2020 19:10:49,-75.2036,-104.8292,2276.0123,-518.9806
10-Jan-2020 19:10:48,-75.2036,-104.8292,2275.7284,-518.9833
10-Jan-2020 19:10:47,-75.2036,-104.8292,2275.4275,-518.9874
10-Jan-2020 19:10:46,-75.2036,-104.8292,2275.1330,-518.9920
10-Jan-2020 19:10:45,-75.2036,-104.8292,2274.8239,-518.9943
10-Jan-2020 19:10:44,-75.2036,-104.8292,2274.5393,-518.9958
10-Jan-2020 19:10:43,-75.2036,-104.8292,2274.2377,-518.9945
10-Jan-2020 19:10:42,-75.2036,-104.8292,2273.9518,-518.9927
10-Jan-2020 19:10:41,-75.2036,-104.8292,2273.6478,-518.9876
10-Jan-2020 19:10:40,-75.2036,-104.8292,2273.3563,-518.9837
10-Jan-2020 19:10:39,-75.2036,-104.8292,2273.0469,-518.9810
10-Jan-2020 19:10:38,-75.2036,-104.8292,2272.7334,-518.9817
10-Jan-2020 19:10:37,-75.2036,-104.8292,2272.4153,-518.9832
10-Jan-2020 19:10:36,-75.2036,-104.8292,2272.1000,-518.9846
10-Jan-2020 19:10:35,-75.2036,-104.8292,2271.7924,-518.9849
10-Jan-2020 19:10:34,-75.2036,-104.8292,2271.4815,-518.9842
10-Jan-2020 19:10:33,-75.2036,-104.8292,2271.1716,-518.9821
10-Jan-2020 19:10:32,-75.2036,-104.8292,2270.8367,-518.9758
10-Jan-2020 19:10:31,-75.2036,-104.8292,2270.5012,-518.9682
10-Jan-2020 19:10:30,-75.2036,-104.8292,2270.1730,-518.9611
10-Jan-2020 19:10:29,-75.2036,-104.8292,2269.8826,-518.9609
10-Jan-2020 19:10:28,-75.2036,-104.8292,2269.5983,-518.9636
10-Jan-2020 19:10:27,-75.2036,-104.8292,2269.3025,-518.9682
10-Jan-2020 19:10:26,-75.2036,-104.8292,2269.0002,-518.9711
10-Jan-2020 19:10:25,-75.2036,-104.8292,2268.6858,-518.9729
10-Jan-2020 19:10:24,-75.2037,-104.8292,2268.3719,-518.9724
10-Jan-2020 19:10:23,-75.2037,-104.8292,2268.0356,-518.9675
10-Jan-2020 19:10:22,-75.2037,-104.8292,2267.7135,-518.9591
10-Jan-2020 19:10:21,-75.2037,-104.8292,2267.3952,-518.9512
10-Jan-2020 19:10:20,-75.2037,-104.8292,2267.0935,-518.9486
10-Jan-2020 19:10:19,-75.2037,-104.8292,2266.7751,-518.9510
10-Jan-2020 19:10:18,-75.2037,-104.8292,2266.4515,-518.9541
10-Jan-2020 19:10:17,-75.2037,-104.8292,2266.1172,-518.9557
10-Jan-2020 19:10:16,-75.2037,-104.8292,2265.7895,-518.9556
10-Jan-2020 19:10:15,-75.2037,-104.8292,2265.4679,-518.9553
10-Jan-2020 19:10:14,-75.2037,-104.8292,2265.1542,-518.9543
10-Jan-2020 19:10:13,-75.2037,-104.8292,2264.8451,-518.9531
10-Jan-2020 19:10:12,-75.2037,-104.8292,2264.5370,-518.9504
10-Jan-2020 19:10:11,-75.2037,-104.8292,2264.2194,-518.9424
10-Jan-2020 19:10:10,-75.2037,-104.8292,2263.9022,-518.9288
10-Jan-2020 19:10:09,-75.2037,-104.8292,2263.5770,-518.9116
10-Jan-2020 19:10:08,-75.2037,-104.8292,2263.2737,-518.9023
10-Jan-2020 19:10:07,-75.2037,-104.8292,2262.9689,-518.9006
10-Jan-2020 19:10:06,-75.2037,-104.8292,2262.6798,-518.9058
10-Jan-2020 19:10:05,-75.2037,-104.8292,2262.3725,-518.9095
10-Jan-2020 19:10:04,-75.2037,-104.8292,2262.0634,-518.9129
10-Jan-2020 19:10:03,-75.2037,-104.8291,2261.7393,-518.9159
10-Jan-2020 19:10:02,-75.2037,-104.8291,2261.4144,-518.9171
10-Jan-2020 19:10:01,-75.2037,-104.8291,2261.0852,-518.9136
10-Jan-2020 19:10:00,-75.2037,-104.8291,2260.7396,-518.9068
10-Jan-2020 19:09:59,-75.2037,-104.8291,2260.3904,-518.9007
10-Jan-2020 19:09:58,-75.2037,-104.8291,2260.0443,-518.8986
10-Jan-2020 19:09:57,-75.2037,-104.8291,2259.7344,-518.8999
10-Jan-2020 19:09:56,-75.2037,-104.8291,2259.4294,-518.9060
10-Jan-2020 19:09:55,-75.2037,-104.8291,2259.1324,-518.9129
10-Jan-2020 19:09:54,-75.2037,-104.8291,2258.8184,-518.9184
10-Jan-2020 19:09:53,-75.2037,-104.8291,2258.5131,-518.9203
10-Jan-2020 19:09:52,-75.2037,-104.8291,2258.1969,-518.9206
10-Jan-2020 19:09:51,-75.2037,-104.8291,2257.8854,-518.9129
10-Jan-2020 19:09:50,-75.2037,-104.8291,2257.5598,-518.9043
10-Jan-2020 19:09:49,-75.2037,-104.8291,2257.2403,-518.8950
10-Jan-2020 19:09:48,-75.2038,-104.8291,2256.9119,-518.8998
10-Jan-2020 19:09:47,-75.2038,-104.8291,2256.5980,-518.9046
10-Jan-2020 19:09:46,-75.2038,-104.8291,2256.2737,-518.9098
10-Jan-2020 19:09:45,-75.2038,-104.8291,2255.9595,-518.9076
10-Jan-2020 19:09:44,-75.2038,-104.8291,2255.6103,-518.9049
10-Jan-2020 19:09:43,-75.2038,-104.8291,2255.2761,-518.9008
10-Jan-2020 19:09:42,-75.2038,-104.8291,2254.9279,-518.8984
10-Jan-2020 19:09:41,-75.2038,-104.8291,2254.6389,-518.8985
10-Jan-2020 19:09:40,-75.2038,-104.8291,2254.3425,-518.9015
10-Jan-2020 19:09:39,-75.2038,-104.8291,2254.0612,-518.9037
10-Jan-2020 19:09:38,-75.2038,-104.8291,2253.7424,-518.9045
10-Jan-2020 19:09:37,-75.2038,-104.8291,2253.4264,-518.9037
10-Jan-2020 19:09:36,-75.2038,-104.8291,2253.1042,-518.9022
10-Jan-2020 19:09:35,-75.2038,-104.8290,2252.7926,-518.9001
10-Jan-2020 19:09:34,-75.2038,-104.8290,2252.4781,-518.8948
10-Jan-2020 19:09:33,-75.2038,-104.8290,2252.1685,-518.8864
10-Jan-2020 19:09:32,-75.2038,-104.8290,2251.8487,-518.8760
10-Jan-2020 19:09:31,-75.2038,-104.8290,2251.5273,-518.8676
10-Jan-2020 19:09:30,-75.2038,-104.8290,2251.1963,-518.8630
10-Jan-2020 19:09:29,-75.2038,-104.8290,2250.8737,-518.8595
