time(UTC),latitude,longitude,distance(m),ice(m)
10-Jan-2020 20:16:42,-75.1982,-104.8266,2857.0339,-521.6337
10-Jan-2020 20:16:37,-75.1982,-104.8266,2855.9674,-521.6244
10-Jan-2020 20:16:33,-75.1982,-104.8266,2855.0376,-521.6179
10-Jan-2020 20:16:31,-75.1983,-104.8266,2854.2437,-521.6142
10-Jan-2020 20:16:30,-75.1983,-104.8266,2853.7630,-521.6132
10-Jan-2020 20:16:29,-75.1983,-104.8266,2853.4141,-521.6120
10-Jan-2020 20:16:28,-75.1983,-104.8266,2853.1490,-521.6105
10-Jan-2020 20:16:27,-75.1983,-104.8266,2852.8671,-521.6092
10-Jan-2020 20:16:26,-75.1983,-104.8266,2852.5238,-521.6080
10-Jan-2020 20:16:25,-75.1983,-104.8266,2852.2202,-521.6062
10-Jan-2020 20:16:24,-75.1983,-104.8266,2852.0210,-521.6027
10-Jan-2020 20:16:23,-75.1983,-104.8266,2851.9023,-521.5973
10-Jan-2020 20:16:22,-75.1983,-104.8266,2851.7585,-521.5919
10-Jan-2020 20:16:21,-75.1983,-104.8266,2851.5442,-521.5883
10-Jan-2020 20:16:20,-75.1983,-104.8266,2851.2524,-521.5870
10-Jan-2020 20:16:19,-75.1983,-104.8266,2850.9198,-521.5871
10-Jan-2020 20:16:18,-75.1983,-104.8266,2850.5438,-521.5871
10-Jan-2020 20:16:17,-75.1983,-104.8266,2850.1697,-521.5862
10-Jan-2020 20:16:16,-75.1983,-104.8266,2849.8521,-521.5845
10-Jan-2020 20:16:15,-75.1983,-104.8266,2849.6455,-521.5833
10-Jan-2020 20:16:14,-75.1983,-104.8266,2849.4809,-521.5833
10-Jan-2020 20:16:13,-75.1983,-104.8266,2849.3422,-521.5849
10-Jan-2020 20:16:12,-75.1983,-104.8266,2849.1834,-521.5872
10-Jan-2020 20:16:11,-75.1983,-104.8266,2849.0870,-521.5907
10-Jan-2020 20:16:10,-75.1983,-104.8266,2848.9626,-521.5937
10-Jan-2020 20:16:09,-75.1983,-104.8266,2848.8154,-521.5965
10-Jan-2020 20:16:08,-75.1983,-104.8266,2848.5662,-521.5978
10-Jan-2020 20:16:07,-75.1983,-104.8266,2848.3296,-521.5985
10-Jan-2020 20:16:06,-75.1983,-104.8266,2848.0904,-521.5987
10-Jan-2020 20:16:05,-75.1983,-104.8266,2847.9223,-521.5995
10-Jan-2020 20:16:04,-75.1983,-104.8266,2847.7942,-521.5981
10-Jan-2020 20:16:03,-75.1983,-104.8266,2847.6359,-521.5881
10-Jan-2020 20:16:02,-75.1983,-104.8266,2847.4099,-521.5687
10-Jan-2020 20:16:01,-75.1983,-104.8266,2847.0968,-521.5453
10-Jan-2020 20:16:00,-75.1983,-104.8266,2846.8375,-521.5320
10-Jan-2020 20:15:59,-75.1983,-104.8266,2846.4420,-521.5280
10-Jan-2020 20:15:58,-75.1983,-104.8266,2845.8540,-521.5305
10-Jan-2020 20:15:57,-75.1983,-104.8266,2845.0494,-521.5300
10-Jan-2020 20:15:56,-75.1983,-104.8266,2844.4080,-521.5293
10-Jan-2020 20:15:55,-75.1983,-104.8266,2844.0473,-521.5279
10-Jan-2020 20:15:54,-75.1983,-104.8266,2843.9366,-521.5275
10-Jan-2020 20:15:53,-75.1983,-104.8266,2843.8404,-521.5271
10-Jan-2020 20:15:52,-75.1983,-104.8266,2843.7013,-521.5290
10-Jan-2020 20:15:50,-75.1983,-104.8266,2843.4684,-521.5346
10-Jan-2020 20:15:49,-75.1984,-104.8266,2843.2261,-521.5425
10-Jan-2020 20:15:47,-75.1984,-104.8266,2842.9668,-521.5465
10-Jan-2020 20:15:46,-75.1984,-104.8266,2842.7830,-521.5436
10-Jan-2020 20:15:45,-75.1984,-104.8266,2842.6128,-521.5352
10-Jan-2020 20:15:44,-75.1984,-104.8266,2842.4555,-521.5284
10-Jan-2020 20:15:43,-75.1984,-104.8266,2842.2471,-521.5254
10-Jan-2020 20:15:42,-75.1984,-104.8266,2842.0558,-521.5250
10-Jan-2020 20:15:41,-75.1984,-104.8266,2841.7979,-521.5241
10-Jan-2020 20:15:40,-75.1984,-104.8266,2841.4830,-521.5213
10-Jan-2020 20:15:39,-75.1984,-104.8266,2841.0708,-521.5170
10-Jan-2020 20:15:38,-75.1984,-104.8266,2840.7550,-521.5119
10-Jan-2020 20:15:37,-75.1984,-104.8266,2840.5710,-521.5057
10-Jan-2020 20:15:36,-75.1984,-104.8266,2840.4815,-521.4985
10-Jan-2020 20:15:35,-75.1984,-104.8266,2840.3320,-521.4897
10-Jan-2020 20:15:34,-75.1984,-104.8266,2840.0264,-521.4820
10-Jan-2020 20:15:33,-75.1984,-104.8266,2839.5786,-521.4765
10-Jan-2020 20:15:32,-75.1984,-104.8266,2839.0294,-521.4738
10-Jan-2020 20:15:31,-75.1984,-104.8266,2838.5046,-521.4728
10-Jan-2020 20:15:30,-75.1984,-104.8266,2838.0872,-521.4724
10-Jan-2020 20:15:28,-75.1984,-104.8266,2837.8339,-521.3856
10-Jan-2020 20:15:26,-75.1984,-104.8266,2837.5952,-521.2320
10-Jan-2020 20:15:24,-75.1984,-104.8266,2837.2952,-521.0298
10-Jan-2020 20:15:22,-75.1984,-104.8266,2836.9004,-520.9333
10-Jan-2020 20:15:21,-75.1984,-104.8266,2836.6021,-520.9029
10-Jan-2020 20:15:20,-75.1984,-104.8266,2836.3230,-520.9018
10-Jan-2020 20:15:19,-75.1984,-104.8266,2836.0521,-520.8622
10-Jan-2020 20:15:18,-75.1984,-104.8266,2835.7037,-520.7282
10-Jan-2020 20:15:17,-75.1984,-104.8266,2835.4608,-520.5377
10-Jan-2020 20:15:16,-75.1984,-104.8266,2835.3213,-520.3104
10-Jan-2020 20:15:15,-75.1984,-104.8266,2835.2170,-520.1406
10-Jan-2020 20:15:14,-75.1984,-104.8266,2835.0496,-519.9900
10-Jan-2020 20:15:12,-75.1984,-104.8266,2834.6801,-519.8416
10-Jan-2020 20:15:09,-75.1984,-104.8266,2834.2207,-519.7328
10-Jan-2020 20:15:05,-75.1984,-104.8266,2833.6671,-519.6829
10-Jan-2020 20:15:02,-75.1985,-104.8266,2833.2973,-519.6878
10-Jan-2020 20:15:01,-75.1985,-104.8266,2832.9466,-519.6924
10-Jan-2020 20:15:00,-75.1985,-104.8266,2832.6261,-519.6971
10-Jan-2020 20:14:59,-75.1985,-104.8266,2832.1356,-519.7037
10-Jan-2020 20:14:58,-75.1985,-104.8266,2831.6730,-519.7098
10-Jan-2020 20:14:57,-75.1985,-104.8266,2831.2411,-519.7132
10-Jan-2020 20:14:56,-75.1985,-104.8266,2830.9337,-519.7137
10-Jan-2020 20:14:55,-75.1985,-104.8266,2830.6747,-519.7125
10-Jan-2020 20:14:54,-75.1985,-104.8266,2830.4632,-519.7108
10-Jan-2020 20:14:53,-75.1985,-104.8266,2830.2750,-519.7097
10-Jan-2020 20:14:52,-75.1985,-104.8266,2830.0110,-519.7089
10-Jan-2020 20:14:51,-75.1985,-104.8266,2829.6453,-519.7107
10-Jan-2020 20:14:50,-75.1985,-104.8266,2829.1566,-519.7159
10-Jan-2020 20:14:49,-75.1985,-104.8266,2828.7022,-519.7263
10-Jan-2020 20:14:48,-75.1985,-104.8266,2828.3231,-519.7393
10-Jan-2020 20:14:47,-75.1985,-104.8266,2828.0075,-519.7516
10-Jan-2020 20:14:46,-75.1985,-104.8266,2827.6150,-519.7620
10-Jan-2020 20:14:45,-75.1985,-104.8266,2827.1550,-519.7698
10-Jan-2020 20:14:44,-75.1985,-104.8266,2826.7045,-519.7765
10-Jan-2020 20:14:42,-75.1985,-104.8266,2826.3594,-519.7837
10-Jan-2020 20:14:39,-75.1985,-104.8266,2826.0922,-519.7897
10-Jan-2020 20:14:35,-75.1985,-104.8266,2825.8442,-519.7953
10-Jan-2020 20:14:32,-75.1985,-104.8266,2825.5412,-519.7960
10-Jan-2020 20:14:31,-75.1985,-104.8266,2825.1476,-519.7956
10-Jan-2020 20:14:30,-75.1985,-104.8266,2824.6719,-519.7942
10-Jan-2020 20:14:29,-75.1985,-104.8266,2824.2589,-519.7938
10-Jan-2020 20:14:28,-75.1985,-104.8266,2823.9447,-519.7947
10-Jan-2020 20:14:27,-75.1985,-104.8266,2823.7293,-519.7958
10-Jan-2020 20:14:26,-75.1985,-104.8266,2823.4978,-519.7957
10-Jan-2020 20:14:25,-75.1985,-104.8266,2823.2243,-519.7916
10-Jan-2020 20:14:24,-75.1985,-104.8266,2822.9034,-519.7851
10-Jan-2020 20:14:23,-75.1985,-104.8266,2822.5083,-519.7789
10-Jan-2020 20:14:22,-75.1985,-104.8266,2822.1252,-519.7755
10-Jan-2020 20:14:21,-75.1985,-104.8266,2821.7177,-519.7744
10-Jan-2020 20:14:20,-75.1985,-104.8266,2821.3489,-519.7746
10-Jan-2020 20:14:19,-75.1985,-104.8266,2820.9615,-519.7751
10-Jan-2020 20:14:18,-75.1985,-104.8266,2820.6431,-519.7758
10-Jan-2020 20:14:17,-75.1985,-104.8266,2820.3934,-519.7767
10-Jan-2020 20:14:16,-75.1986,-104.8266,2820.2138,-519.7766
10-Jan-2020 20:14:14,-75.1986,-104.8266,2820.0065,-519.7755
10-Jan-2020 20:14:13,-75.1986,-104.8266,2819.7846,-519.7728
10-Jan-2020 20:14:11,-75.1986,-104.8266,2819.5447,-519.7723
10-Jan-2020 20:14:10,-75.1986,-104.8266,2819.3386,-519.7748
10-Jan-2020 20:14:08,-75.1986,-104.8266,2819.0481,-519.8043
10-Jan-2020 20:14:07,-75.1986,-104.8266,2818.6811,-519.8665
10-Jan-2020 20:14:05,-75.1986,-104.8266,2818.2537,-519.9665
10-Jan-2020 20:14:04,-75.1986,-104.8266,2817.9340,-520.0580
10-Jan-2020 20:14:03,-75.1986,-104.8266,2817.7202,-520.1240
10-Jan-2020 20:14:02,-75.1986,-104.8266,2817.5078,-520.1504
10-Jan-2020 20:14:01,-75.1986,-104.8266,2817.1469,-520.1598
10-Jan-2020 20:14:00,-75.1986,-104.8266,2816.6204,-520.1613
10-Jan-2020 20:13:59,-75.1986,-104.8266,2816.0829,-520.1615
10-Jan-2020 20:13:57,-75.1986,-104.8266,2815.5316,-520.1555
10-Jan-2020 20:13:56,-75.1986,-104.8266,2814.9958,-520.1441
10-Jan-2020 20:13:54,-75.1986,-104.8266,2814.4267,-520.1302
10-Jan-2020 20:13:52,-75.1986,-104.8266,2813.9844,-520.1251
10-Jan-2020 20:13:51,-75.1986,-104.8266,2813.6241,-520.1268
10-Jan-2020 20:13:50,-75.1986,-104.8266,2813.3107,-520.1319
10-Jan-2020 20:13:49,-75.1986,-104.8266,2812.9569,-520.1345
10-Jan-2020 20:13:47,-75.1986,-104.8266,2812.5469,-520.1455
10-Jan-2020 20:13:46,-75.1986,-104.8266,2812.1306,-520.1638
10-Jan-2020 20:13:44,-75.1986,-104.8266,2811.7596,-520.1860
10-Jan-2020 20:13:43,-75.1986,-104.8266,2811.5015,-520.1933
10-Jan-2020 20:13:42,-75.1986,-104.8266,2811.2873,-520.1906
10-Jan-2020 20:13:41,-75.1986,-104.8266,2811.0420,-520.1830
10-Jan-2020 20:13:40,-75.1986,-104.8266,2810.7602,-520.1799
10-Jan-2020 20:13:39,-75.1986,-104.8266,2810.4202,-520.1784
10-Jan-2020 20:13:38,-75.1986,-104.8266,2810.0611,-520.1764
10-Jan-2020 20:13:36,-75.1986,-104.8266,2809.6891,-520.1736
10-Jan-2020 20:13:35,-75.1987,-104.8266,2809.4579,-520.1711
10-Jan-2020 20:13:34,-75.1987,-104.8266,2809.3369,-520.1698
10-Jan-2020 20:13:32,-75.1987,-104.8266,2809.3008,-520.1701
10-Jan-2020 20:13:31,-75.1987,-104.8266,2809.2062,-520.1701
10-Jan-2020 20:13:30,-75.1987,-104.8266,2809.0792,-520.1680
10-Jan-2020 20:13:29,-75.1987,-104.8266,2808.8647,-520.1614
10-Jan-2020 20:13:28,-75.1987,-104.8266,2808.5506,-520.1522
10-Jan-2020 20:13:27,-75.1987,-104.8266,2808.1150,-520.1411
10-Jan-2020 20:13:26,-75.1987,-104.8266,2807.6037,-520.1321
10-Jan-2020 20:13:25,-75.1987,-104.8266,2807.1680,-520.1226
10-Jan-2020 20:13:24,-75.1987,-104.8266,2806.8291,-520.1140
10-Jan-2020 20:13:23,-75.1987,-104.8266,2806.6488,-520.1055
10-Jan-2020 20:13:22,-75.1987,-104.8266,2806.4489,-520.1005
10-Jan-2020 20:13:20,-75.1987,-104.8266,2806.0989,-520.0978
10-Jan-2020 20:13:17,-75.1987,-104.8266,2805.5578,-520.0969
10-Jan-2020 20:13:14,-75.1987,-104.8266,2804.9908,-520.0962
10-Jan-2020 20:13:11,-75.1987,-104.8266,2804.6311,-520.0960
10-Jan-2020 20:13:10,-75.1987,-104.8266,2804.4321,-520.0966
10-Jan-2020 20:13:09,-75.1987,-104.8265,2804.3258,-520.0984
10-Jan-2020 20:13:08,-75.1987,-104.8265,2804.1924,-520.1012
10-Jan-2020 20:13:07,-75.1987,-104.8265,2804.0582,-520.1043
10-Jan-2020 20:13:06,-75.1987,-104.8265,2803.8072,-520.1063
10-Jan-2020 20:13:05,-75.1987,-104.8265,2803.4467,-520.1061
10-Jan-2020 20:13:04,-75.1987,-104.8265,2802.9391,-520.1035
10-Jan-2020 20:13:03,-75.1987,-104.8265,2802.4695,-520.0974
10-Jan-2020 20:13:02,-75.1987,-104.8265,2802.0211,-520.0882
10-Jan-2020 20:13:01,-75.1987,-104.8265,2801.7303,-520.0771
10-Jan-2020 20:13:00,-75.1987,-104.8265,2801.4802,-520.0682
10-Jan-2020 20:12:59,-75.1987,-104.8265,2801.3009,-520.0638
10-Jan-2020 20:12:58,-75.1987,-104.8265,2801.0644,-520.0633
10-Jan-2020 20:12:57,-75.1987,-104.8265,2800.8006,-520.0647
10-Jan-2020 20:12:56,-75.1987,-104.8265,2800.4858,-520.0660
10-Jan-2020 20:12:55,-75.1987,-104.8265,2800.1795,-520.0667
10-Jan-2020 20:12:54,-75.1987,-104.8265,2799.9321,-520.0667
10-Jan-2020 20:12:53,-75.1987,-104.8265,2799.7117,-520.0657
10-Jan-2020 20:12:52,-75.1987,-104.8265,2799.4739,-520.0641
10-Jan-2020 20:12:51,-75.1987,-104.8265,2799.1740,-520.0591
10-Jan-2020 20:12:50,-75.1987,-104.8265,2798.8271,-520.0496
10-Jan-2020 20:12:49,-75.1987,-104.8265,2798.4927,-520.0355
10-Jan-2020 20:12:48,-75.1987,-104.8265,2798.1506,-520.0226
10-Jan-2020 20:12:47,-75.1988,-104.8265,2797.9042,-520.0149
10-Jan-2020 20:12:46,-75.1988,-104.8265,2797.6778,-520.0139
10-Jan-2020 20:12:45,-75.1988,-104.8265,2797.5192,-520.0168
10-Jan-2020 20:12:44,-75.1988,-104.8265,2797.3439,-520.0206
10-Jan-2020 20:12:43,-75.1988,-104.8265,2797.2238,-520.0229
10-Jan-2020 20:12:42,-75.1988,-104.8265,2797.0896,-520.0230
10-Jan-2020 20:12:41,-75.1988,-104.8265,2796.9532,-520.0212
10-Jan-2020 20:12:40,-75.1988,-104.8265,2796.7568,-520.0165
10-Jan-2020 20:12:39,-75.1988,-104.8265,2796.4820,-520.0103
10-Jan-2020 20:12:38,-75.1988,-104.8265,2796.1215,-520.0004
10-Jan-2020 20:12:37,-75.1988,-104.8265,2795.7010,-519.9885
10-Jan-2020 20:12:36,-75.1988,-104.8265,2795.3818,-519.9736
10-Jan-2020 20:12:35,-75.1988,-104.8265,2795.1503,-519.9615
10-Jan-2020 20:12:34,-75.1988,-104.8265,2795.0167,-519.9528
10-Jan-2020 20:12:33,-75.1988,-104.8265,2794.8509,-519.9473
10-Jan-2020 20:12:32,-75.1988,-104.8265,2794.6799,-519.9425
10-Jan-2020 20:12:31,-75.1988,-104.8265,2794.4834,-519.9384
10-Jan-2020 20:12:30,-75.1988,-104.8265,2794.3133,-519.9347
10-Jan-2020 20:12:29,-75.1988,-104.8265,2794.1425,-519.9311
10-Jan-2020 20:12:28,-75.1988,-104.8265,2793.8856,-519.9241
10-Jan-2020 20:12:27,-75.1988,-104.8265,2793.5295,-519.9111
10-Jan-2020 20:12:26,-75.1988,-104.8265,2793.1086,-519.8922
10-Jan-2020 20:12:25,-75.1988,-104.8265,2792.8143,-519.8730
10-Jan-2020 20:12:24,-75.1988,-104.8265,2792.6377,-519.8600
10-Jan-2020 20:12:23,-75.1988,-104.8265,2792.5601,-519.8509
10-Jan-2020 20:12:22,-75.1988,-104.8265,2792.5094,-519.8452
10-Jan-2020 20:12:21,-75.1988,-104.8265,2792.4307,-519.8391
10-Jan-2020 20:12:20,-75.1988,-104.8265,2792.3197,-519.8365
10-Jan-2020 20:12:19,-75.1988,-104.8265,2792.0623,-519.8333
10-Jan-2020 20:12:18,-75.1988,-104.8265,2791.7562,-519.8316
10-Jan-2020 20:12:17,-75.1988,-104.8265,2791.4015,-519.8295
10-Jan-2020 20:12:16,-75.1988,-104.8265,2791.1050,-519.8265
10-Jan-2020 20:12:15,-75.1988,-104.8265,2790.8120,-519.8169
10-Jan-2020 20:12:14,-75.1988,-104.8265,2790.4694,-519.7997
10-Jan-2020 20:12:13,-75.1988,-104.8265,2790.1156,-519.7725
10-Jan-2020 20:12:12,-75.1988,-104.8265,2789.7565,-519.7418
10-Jan-2020 20:12:11,-75.1988,-104.8265,2789.4435,-519.7130
10-Jan-2020 20:12:10,-75.1988,-104.8265,2789.1149,-519.6927
10-Jan-2020 20:12:09,-75.1988,-104.8265,2788.7891,-519.6718
10-Jan-2020 20:12:08,-75.1988,-104.8265,2788.5066,-519.6426
10-Jan-2020 20:12:07,-75.1988,-104.8265,2788.2924,-519.6070
10-Jan-2020 20:12:06,-75.1988,-104.8265,2788.1225,-519.5810
10-Jan-2020 20:12:05,-75.1988,-104.8265,2787.9901,-519.5780
10-Jan-2020 20:12:04,-75.1988,-104.8265,2787.8108,-519.5941
10-Jan-2020 20:12:03,-75.1988,-104.8265,2787.5947,-519.6204
10-Jan-2020 20:12:02,-75.1989,-104.8265,2787.2843,-519.6316
10-Jan-2020 20:12:01,-75.1989,-104.8265,2787.0060,-519.6257
10-Jan-2020 20:12:00,-75.1989,-104.8265,2786.7514,-519.5992
10-Jan-2020 20:11:59,-75.1989,-104.8265,2786.5736,-519.5736
10-Jan-2020 20:11:58,-75.1989,-104.8265,2786.3513,-519.5531
10-Jan-2020 20:11:57,-75.1989,-104.8265,2786.0871,-519.5391
10-Jan-2020 20:11:56,-75.1989,-104.8265,2785.7581,-519.5219
10-Jan-2020 20:11:55,-75.1989,-104.8265,2785.4480,-519.5002
10-Jan-2020 20:11:54,-75.1989,-104.8265,2785.1707,-519.4785
10-Jan-2020 20:11:53,-75.1989,-104.8265,2784.9181,-519.4600
10-Jan-2020 20:11:52,-75.1989,-104.8265,2784.6670,-519.4409
10-Jan-2020 20:11:51,-75.1989,-104.8265,2784.4178,-519.4192
10-Jan-2020 20:11:50,-75.1989,-104.8265,2784.1919,-519.3956
10-Jan-2020 20:11:49,-75.1989,-104.8265,2784.0034,-519.3739
10-Jan-2020 20:11:48,-75.1989,-104.8265,2783.7980,-519.3556
10-Jan-2020 20:11:47,-75.1989,-104.8265,2783.5665,-519.3389
10-Jan-2020 20:11:46,-75.1989,-104.8265,2783.2735,-519.3230
10-Jan-2020 20:11:45,-75.1989,-104.8265,2782.9887,-519.3043
10-Jan-2020 20:11:44,-75.1989,-104.8265,2782.7134,-519.2800
10-Jan-2020 20:11:43,-75.1989,-104.8265,2782.5084,-519.2481
10-Jan-2020 20:11:42,-75.1989,-104.8265,2782.3143,-519.2122
10-Jan-2020 20:11:41,-75.1989,-104.8265,2782.0607,-519.1814
10-Jan-2020 20:11:40,-75.1989,-104.8265,2781.6940,-519.1572
10-Jan-2020 20:11:39,-75.1989,-104.8265,2781.3117,-519.1313
10-Jan-2020 20:11:38,-75.1989,-104.8265,2781.0246,-519.1018
10-Jan-2020 20:11:37,-75.1989,-104.8265,2780.8394,-519.0711
10-Jan-2020 20:11:36,-75.1989,-104.8265,2780.6949,-519.0447
10-Jan-2020 20:11:35,-75.1989,-104.8265,2780.5371,-519.0150
10-Jan-2020 20:11:34,-75.1989,-104.8265,2780.3877,-518.9772
10-Jan-2020 20:11:33,-75.1989,-104.8265,2780.2415,-518.9321
10-Jan-2020 20:11:32,-75.1989,-104.8265,2780.1175,-518.8864
10-Jan-2020 20:11:31,-75.1989,-104.8265,2779.9744,-518.8450
10-Jan-2020 20:11:30,-75.1989,-104.8265,2779.8034,-518.8158
10-Jan-2020 20:11:29,-75.1989,-104.8265,2779.5455,-518.8082
10-Jan-2020 20:11:28,-75.1989,-104.8265,2779.2253,-518.8199
10-Jan-2020 20:11:27,-75.1989,-104.8265,2778.8473,-518.8432
10-Jan-2020 20:11:26,-75.1989,-104.8265,2778.4919,-518.8588
10-Jan-2020 20:11:25,-75.1989,-104.8265,2778.1915,-518.8594
10-Jan-2020 20:11:24,-75.1989,-104.8265,2777.9825,-518.8451
10-Jan-2020 20:11:23,-75.1989,-104.8265,2777.7768,-518.8236
10-Jan-2020 20:11:22,-75.1989,-104.8265,2777.5372,-518.8133
10-Jan-2020 20:11:21,-75.1989,-104.8265,2777.2010,-518.8141
10-Jan-2020 20:11:20,-75.1989,-104.8265,2776.8873,-518.8297
10-Jan-2020 20:11:19,-75.1989,-104.8265,2776.5947,-518.8502
10-Jan-2020 20:11:18,-75.1990,-104.8265,2776.3653,-518.8872
10-Jan-2020 20:11:17,-75.1990,-104.8265,2776.1467,-518.9373
10-Jan-2020 20:11:16,-75.1990,-104.8265,2775.9174,-518.9942
10-Jan-2020 20:11:15,-75.1990,-104.8265,2775.6990,-519.0348
10-Jan-2020 20:11:14,-75.1990,-104.8265,2775.4620,-519.0554
10-Jan-2020 20:11:13,-75.1990,-104.8265,2775.2513,-519.0614
10-Jan-2020 20:11:12,-75.1990,-104.8265,2775.0182,-519.0641
10-Jan-2020 20:11:11,-75.1990,-104.8265,2774.7602,-519.0663
10-Jan-2020 20:11:10,-75.1990,-104.8265,2774.4916,-519.0674
10-Jan-2020 20:11:09,-75.1990,-104.8265,2774.1939,-519.0725
10-Jan-2020 20:11:08,-75.1990,-104.8265,2773.9374,-519.0756
10-Jan-2020 20:11:07,-75.1990,-104.8265,2773.6482,-519.0768
10-Jan-2020 20:11:06,-75.1990,-104.8265,2773.4108,-519.0646
10-Jan-2020 20:11:05,-75.1990,-104.8265,2773.1641,-519.0540
10-Jan-2020 20:11:04,-75.1990,-104.8265,2772.9667,-519.0426
10-Jan-2020 20:11:03,-75.1990,-104.8265,2772.7611,-519.0399
10-Jan-2020 20:11:02,-75.1990,-104.8265,2772.5119,-519.0379
10-Jan-2020 20:11:01,-75.1990,-104.8265,2772.2012,-519.0465
10-Jan-2020 20:11:00,-75.1990,-104.8265,2771.8502,-519.0661
10-Jan-2020 20:10:59,-75.1990,-104.8265,2771.5443,-519.0933
10-Jan-2020 20:10:58,-75.1990,-104.8265,2771.2851,-519.1164
10-Jan-2020 20:10:57,-75.1990,-104.8265,2771.0736,-519.1292
10-Jan-2020 20:10:56,-75.1990,-104.8265,2770.8607,-519.1337
10-Jan-2020 20:10:55,-75.1990,-104.8265,2770.6082,-519.1227
10-Jan-2020 20:10:54,-75.1990,-104.8265,2770.2917,-519.0993
10-Jan-2020 20:10:53,-75.1990,-104.8265,2769.9504,-519.0755
10-Jan-2020 20:10:52,-75.1990,-104.8265,2769.6589,-519.0682
10-Jan-2020 20:10:51,-75.1990,-104.8265,2769.4482,-519.0841
10-Jan-2020 20:10:50,-75.1990,-104.8265,2769.2693,-519.1097
10-Jan-2020 20:10:49,-75.1990,-104.8265,2769.0706,-519.1472
10-Jan-2020 20:10:48,-75.1990,-104.8265,2768.8331,-519.1827
10-Jan-2020 20:10:47,-75.1990,-104.8265,2768.5478,-519.2088
10-Jan-2020 20:10:46,-75.1990,-104.8265,2768.2555,-519.2175
10-Jan-2020 20:10:45,-75.1990,-104.8265,2767.9447,-519.2163
10-Jan-2020 20:10:44,-75.1990,-104.8265,2767.7043,-519.2146
10-Jan-2020 20:10:43,-75.1990,-104.8265,2767.5128,-519.2182
10-Jan-2020 20:10:42,-75.1990,-104.8265,2767.3330,-519.2274
10-Jan-2020 20:10:41,-75.1990,-104.8265,2767.0628,-519.2441
10-Jan-2020 20:10:40,-75.1990,-104.8265,2766.7155,-519.2684
10-Jan-2020 20:10:39,-75.1990,-104.8265,2766.3867,-519.2896
10-Jan-2020 20:10:38,-75.1990,-104.8265,2766.1373,-519.3003
10-Jan-2020 20:10:37,-75.1990,-104.8265,2765.9599,-519.2887
10-Jan-2020 20:10:36,-75.1990,-104.8265,2765.8025,-519.2777
10-Jan-2020 20:10:35,-75.1990,-104.8265,2765.6519,-519.2763
10-Jan-2020 20:10:34,-75.1991,-104.8265,2765.4689,-519.2876
10-Jan-2020 20:10:33,-75.1991,-104.8265,2765.2731,-519.3026
10-Jan-2020 20:10:32,-75.1991,-104.8265,2765.0344,-519.3115
10-Jan-2020 20:10:31,-75.1991,-104.8265,2764.7729,-519.3165
10-Jan-2020 20:10:30,-75.1991,-104.8265,2764.4613,-519.3072
10-Jan-2020 20:10:29,-75.1991,-104.8265,2764.1607,-519.2893
10-Jan-2020 20:10:28,-75.1991,-104.8265,2763.8880,-519.2652
10-Jan-2020 20:10:27,-75.1991,-104.8265,2763.6551,-519.2425
10-Jan-2020 20:10:26,-75.1991,-104.8265,2763.4039,-519.2273
10-Jan-2020 20:10:25,-75.1991,-104.8265,2763.1639,-519.2196
10-Jan-2020 20:10:24,-75.1991,-104.8265,2762.9057,-519.2186
10-Jan-2020 20:10:23,-75.1991,-104.8265,2762.6757,-519.2201
10-Jan-2020 20:10:22,-75.1991,-104.8265,2762.4168,-519.2201
10-Jan-2020 20:10:21,-75.1991,-104.8265,2762.1841,-519.2173
10-Jan-2020 20:10:20,-75.1991,-104.8265,2761.9264,-519.2106
10-Jan-2020 20:10:19,-75.1991,-104.8265,2761.6868,-519.2105
10-Jan-2020 20:10:18,-75.1991,-104.8265,2761.3982,-519.2183
10-Jan-2020 20:10:17,-75.1991,-104.8265,2761.1230,-519.2334
10-Jan-2020 20:10:16,-75.1991,-104.8265,2760.7827,-519.2442
10-Jan-2020 20:10:15,-75.1991,-104.8265,2760.4632,-519.2505
10-Jan-2020 20:10:14,-75.1991,-104.8265,2760.1169,-519.2549
10-Jan-2020 20:10:13,-75.1991,-104.8265,2759.8123,-519.2559
10-Jan-2020 20:10:12,-75.1991,-104.8265,2759.5393,-519.2585
10-Jan-2020 20:10:11,-75.1991,-104.8265,2759.3080,-519.2571
10-Jan-2020 20:10:10,-75.1991,-104.8265,2759.1377,-519.2678
10-Jan-2020 20:10:09,-75.1991,-104.8265,2758.9603,-519.2763
10-Jan-2020 20:10:08,-75.1991,-104.8265,2758.7731,-519.2871
10-Jan-2020 20:10:07,-75.1991,-104.8265,2758.4776,-519.2608
10-Jan-2020 20:10:06,-75.1991,-104.8265,2758.1364,-519.2275
10-Jan-2020 20:10:05,-75.1991,-104.8265,2757.7313,-519.1858
10-Jan-2020 20:10:04,-75.1991,-104.8265,2757.3871,-519.1965
10-Jan-2020 20:10:03,-75.1991,-104.8265,2757.0705,-519.2269
10-Jan-2020 20:10:02,-75.1991,-104.8265,2756.8476,-519.2799
10-Jan-2020 20:10:01,-75.1991,-104.8265,2756.6335,-519.3138
10-Jan-2020 20:10:00,-75.1991,-104.8265,2756.4539,-519.3392
10-Jan-2020 20:09:59,-75.1991,-104.8265,2756.2593,-519.3504
10-Jan-2020 20:09:58,-75.1991,-104.8265,2756.0755,-519.3618
10-Jan-2020 20:09:57,-75.1991,-104.8265,2755.8650,-519.3731
