time(UTC),latitude,longitude,distance(m),seafloor(m)
10-Jan-2020 20:16:56,-75.1982,-104.8266,2861.4476,-618.0336
10-Jan-2020 20:16:56,-75.1982,-104.8266,2861.3898,-618.0196
10-Jan-2020 20:16:56,-75.1982,-104.8266,2861.3124,-617.9994
10-Jan-2020 20:16:56,-75.1982,-104.8266,2861.2099,-617.9817
10-Jan-2020 20:16:55,-75.1982,-104.8266,2861.0761,-617.9732
10-Jan-2020 20:16:53,-75.1982,-104.8266,2860.9124,-617.9786
10-Jan-2020 20:16:50,-75.1982,-104.8266,2860.7278,-617.9930
10-Jan-2020 20:16:48,-75.1982,-104.8266,2860.5331,-618.0054
10-Jan-2020 20:16:48,-75.1982,-104.8266,2860.3298,-618.0129
10-Jan-2020 20:16:48,-75.1982,-104.8266,2860.1104,-618.0150
10-Jan-2020 20:16:48,-75.1982,-104.8266,2859.8726,-618.0188
10-Jan-2020 20:16:48,-75.1982,-104.8266,2859.6173,-618.0260
10-Jan-2020 20:16:48,-75.1982,-104.8266,2859.3535,-618.0378
10-Jan-2020 20:16:47,-75.1982,-104.8266,2859.0840,-618.0467
10-Jan-2020 20:16:45,-75.1982,-104.8266,2858.8133,-618.0482
10-Jan-2020 20:16:42,-75.1982,-104.8266,2858.5411,-618.0391
10-Jan-2020 20:16:40,-75.1982,-104.8266,2858.2684,-618.0273
10-Jan-2020 20:16:39,-75.1982,-104.8266,2857.9953,-618.0210
10-Jan-2020 20:16:39,-75.1982,-104.8266,2857.7226,-618.0251
10-Jan-2020 20:16:39,-75.1982,-104.8266,2857.4501,-618.0283
10-Jan-2020 20:16:39,-75.1982,-104.8266,2857.1767,-618.0162
10-Jan-2020 20:16:38,-75.1982,-104.8266,2856.9021,-617.9864
10-Jan-2020 20:16:36,-75.1982,-104.8266,2856.6274,-617.9568
10-Jan-2020 20:16:33,-75.1982,-104.8266,2856.3537,-617.9340
10-Jan-2020 20:16:31,-75.1982,-104.8266,2856.0829,-617.9095
10-Jan-2020 20:16:30,-75.1983,-104.8266,2855.8150,-617.8676
10-Jan-2020 20:16:30,-75.1983,-104.8266,2855.5505,-617.8102
10-Jan-2020 20:16:30,-75.1983,-104.8266,2855.2879,-617.7546
10-Jan-2020 20:16:30,-75.1983,-104.8266,2855.0279,-617.7157
10-Jan-2020 20:16:30,-75.1983,-104.8266,2854.7697,-617.7007
10-Jan-2020 20:16:29,-75.1983,-104.8266,2854.5135,-617.7057
10-Jan-2020 20:16:27,-75.1983,-104.8266,2854.2576,-617.7209
10-Jan-2020 20:16:24,-75.1983,-104.8266,2854.0021,-617.7369
10-Jan-2020 20:16:23,-75.1983,-104.8266,2853.7447,-617.7447
10-Jan-2020 20:16:22,-75.1983,-104.8266,2853.4847,-617.7457
10-Jan-2020 20:16:22,-75.1983,-104.8266,2853.2198,-617.7493
10-Jan-2020 20:16:22,-75.1983,-104.8266,2852.9507,-617.7610
10-Jan-2020 20:16:22,-75.1983,-104.8266,2852.6793,-617.7819
10-Jan-2020 20:16:22,-75.1983,-104.8266,2852.4071,-617.8007
10-Jan-2020 20:16:21,-75.1983,-104.8266,2852.1346,-617.8184
10-Jan-2020 20:16:19,-75.1983,-104.8266,2851.8610,-617.8336
10-Jan-2020 20:16:16,-75.1983,-104.8266,2851.5918,-617.8481
10-Jan-2020 20:16:14,-75.1983,-104.8266,2851.3320,-617.8574
10-Jan-2020 20:16:13,-75.1983,-104.8266,2851.0839,-617.8609
10-Jan-2020 20:16:13,-75.1983,-104.8266,2850.8371,-617.8668
10-Jan-2020 20:16:13,-75.1983,-104.8266,2850.5832,-617.8788
10-Jan-2020 20:16:13,-75.1983,-104.8266,2850.3234,-617.9031
10-Jan-2020 20:16:12,-75.1983,-104.8266,2850.0688,-617.9279
10-Jan-2020 20:16:10,-75.1983,-104.8266,2849.8232,-617.9600
10-Jan-2020 20:16:07,-75.1983,-104.8266,2849.5763,-617.9895
10-Jan-2020 20:16:05,-75.1983,-104.8266,2849.3167,-618.0264
10-Jan-2020 20:16:04,-75.1983,-104.8266,2849.0443,-618.0577
10-Jan-2020 20:16:04,-75.1983,-104.8266,2848.7649,-618.0927
10-Jan-2020 20:16:04,-75.1983,-104.8266,2848.4836,-618.1256
10-Jan-2020 20:16:04,-75.1983,-104.8266,2848.2004,-618.1689
10-Jan-2020 20:16:04,-75.1983,-104.8266,2847.9144,-618.2145
10-Jan-2020 20:16:03,-75.1983,-104.8266,2847.6254,-618.2645
10-Jan-2020 20:16:01,-75.1983,-104.8266,2847.3418,-618.3035
10-Jan-2020 20:15:59,-75.1983,-104.8266,2847.0693,-618.3352
10-Jan-2020 20:15:57,-75.1983,-104.8266,2846.8123,-618.3565
10-Jan-2020 20:15:56,-75.1983,-104.8266,2846.5593,-618.3745
10-Jan-2020 20:15:56,-75.1983,-104.8266,2846.3061,-618.3827
10-Jan-2020 20:15:56,-75.1983,-104.8266,2846.0474,-618.3780
10-Jan-2020 20:15:56,-75.1983,-104.8266,2845.7855,-618.3567
10-Jan-2020 20:15:56,-75.1983,-104.8266,2845.5200,-618.3208
10-Jan-2020 20:15:55,-75.1983,-104.8266,2845.2510,-618.2806
10-Jan-2020 20:15:53,-75.1983,-104.8266,2844.9804,-618.2447
10-Jan-2020 20:15:50,-75.1984,-104.8266,2844.7097,-618.2241
10-Jan-2020 20:15:48,-75.1984,-104.8266,2844.4402,-618.2048
10-Jan-2020 20:15:47,-75.1984,-104.8266,2844.1702,-618.1762
10-Jan-2020 20:15:47,-75.1984,-104.8266,2843.8987,-618.1295
10-Jan-2020 20:15:47,-75.1984,-104.8266,2843.6274,-618.0790
10-Jan-2020 20:15:47,-75.1984,-104.8266,2843.3602,-618.0387
10-Jan-2020 20:15:46,-75.1984,-104.8266,2843.1005,-618.0129
10-Jan-2020 20:15:44,-75.1984,-104.8266,2842.8468,-617.9987
10-Jan-2020 20:15:41,-75.1984,-104.8266,2842.5970,-617.9820
10-Jan-2020 20:15:39,-75.1984,-104.8266,2842.3528,-617.9535
10-Jan-2020 20:15:38,-75.1984,-104.8266,2842.1158,-617.9101
10-Jan-2020 20:15:38,-75.1984,-104.8266,2841.8862,-617.8645
10-Jan-2020 20:15:38,-75.1984,-104.8266,2841.6559,-617.8440
10-Jan-2020 20:15:38,-75.1984,-104.8266,2841.4213,-617.8587
10-Jan-2020 20:15:38,-75.1984,-104.8266,2841.1824,-617.9019
10-Jan-2020 20:15:37,-75.1984,-104.8266,2840.9434,-617.9376
10-Jan-2020 20:15:36,-75.1984,-104.8266,2840.7083,-617.9473
10-Jan-2020 20:15:33,-75.1984,-104.8266,2840.4780,-617.9304
10-Jan-2020 20:15:31,-75.1984,-104.8266,2840.2524,-617.9045
10-Jan-2020 20:15:30,-75.1984,-104.8266,2840.0279,-617.8756
10-Jan-2020 20:15:30,-75.1984,-104.8266,2839.8029,-617.8427
10-Jan-2020 20:15:30,-75.1984,-104.8266,2839.5767,-617.8079
10-Jan-2020 20:15:30,-75.1984,-104.8266,2839.3488,-617.7841
10-Jan-2020 20:15:30,-75.1984,-104.8266,2839.1184,-617.7766
10-Jan-2020 20:15:29,-75.1984,-104.8266,2838.8854,-617.7827
10-Jan-2020 20:15:27,-75.1984,-104.8266,2838.6516,-617.7993
10-Jan-2020 20:15:24,-75.1984,-104.8266,2838.4180,-617.8217
10-Jan-2020 20:15:22,-75.1984,-104.8266,2838.1852,-617.8486
10-Jan-2020 20:15:21,-75.1984,-104.8266,2837.9528,-617.8694
10-Jan-2020 20:15:21,-75.1984,-104.8266,2837.7208,-617.8997
10-Jan-2020 20:15:21,-75.1984,-104.8266,2837.4891,-617.9416
10-Jan-2020 20:15:21,-75.1984,-104.8266,2837.2569,-617.9984
10-Jan-2020 20:15:20,-75.1984,-104.8266,2837.0223,-618.0507
10-Jan-2020 20:15:18,-75.1984,-104.8266,2836.7833,-618.0925
10-Jan-2020 20:15:15,-75.1984,-104.8266,2836.5387,-618.1177
10-Jan-2020 20:15:13,-75.1984,-104.8266,2836.2900,-618.1209
10-Jan-2020 20:15:12,-75.1984,-104.8266,2836.0362,-618.1058
10-Jan-2020 20:15:12,-75.1984,-104.8266,2835.7764,-618.0804
10-Jan-2020 20:15:12,-75.1984,-104.8266,2835.5094,-618.0559
10-Jan-2020 20:15:12,-75.1984,-104.8266,2835.2374,-618.0334
10-Jan-2020 20:15:12,-75.1984,-104.8266,2834.9629,-618.0200
10-Jan-2020 20:15:12,-75.1984,-104.8266,2834.6860,-618.0199
10-Jan-2020 20:15:10,-75.1984,-104.8266,2834.4064,-618.0390
10-Jan-2020 20:15:07,-75.1984,-104.8266,2834.1232,-618.0699
10-Jan-2020 20:15:05,-75.1984,-104.8266,2833.8371,-618.1026
10-Jan-2020 20:15:04,-75.1985,-104.8266,2833.5490,-618.1193
10-Jan-2020 20:15:04,-75.1985,-104.8266,2833.2598,-618.1082
10-Jan-2020 20:15:04,-75.1985,-104.8266,2832.9708,-618.0688
10-Jan-2020 20:15:04,-75.1985,-104.8266,2832.6845,-618.0144
10-Jan-2020 20:15:04,-75.1985,-104.8266,2832.4022,-617.9648
10-Jan-2020 20:15:03,-75.1985,-104.8266,2832.1251,-617.9283
10-Jan-2020 20:15:01,-75.1985,-104.8266,2831.8514,-617.9048
10-Jan-2020 20:14:58,-75.1985,-104.8266,2831.5812,-617.8898
10-Jan-2020 20:14:56,-75.1985,-104.8266,2831.3133,-617.8932
10-Jan-2020 20:14:55,-75.1985,-104.8266,2831.0475,-617.9142
10-Jan-2020 20:14:55,-75.1985,-104.8266,2830.7822,-617.9586
10-Jan-2020 20:14:55,-75.1985,-104.8266,2830.5162,-618.0029
10-Jan-2020 20:14:55,-75.1985,-104.8266,2830.2512,-618.0384
10-Jan-2020 20:14:54,-75.1985,-104.8266,2829.9894,-618.0464
10-Jan-2020 20:14:52,-75.1985,-104.8266,2829.7335,-618.0343
10-Jan-2020 20:14:49,-75.1985,-104.8266,2829.4836,-618.0189
10-Jan-2020 20:14:48,-75.1985,-104.8266,2829.2399,-618.0109
10-Jan-2020 20:14:47,-75.1985,-104.8266,2829.0038,-618.0195
10-Jan-2020 20:14:47,-75.1985,-104.8266,2828.7776,-618.0324
10-Jan-2020 20:14:47,-75.1985,-104.8266,2828.5645,-618.0518
10-Jan-2020 20:14:47,-75.1985,-104.8266,2828.3686,-618.0734
10-Jan-2020 20:14:47,-75.1985,-104.8266,2828.1960,-618.1000
10-Jan-2020 20:14:46,-75.1985,-104.8266,2828.0538,-618.1209
10-Jan-2020 20:14:44,-75.1985,-104.8266,2827.9433,-618.1259
10-Jan-2020 20:14:41,-75.1985,-104.8266,2827.8601,-618.1125
10-Jan-2020 20:14:39,-75.1985,-104.8266,2827.7937,-618.0892
10-Jan-2020 20:14:38,-75.1985,-104.8266,2827.7334,-618.0691
10-Jan-2020 20:14:38,-75.1985,-104.8266,2827.6622,-618.0656
10-Jan-2020 20:14:38,-75.1985,-104.8266,2827.5604,-618.0837
10-Jan-2020 20:14:38,-75.1985,-104.8266,2827.4122,-618.1172
10-Jan-2020 20:14:37,-75.1985,-104.8266,2827.2187,-618.1478
10-Jan-2020 20:14:35,-75.1985,-104.8266,2826.9939,-618.1609
10-Jan-2020 20:14:32,-75.1985,-104.8266,2826.7545,-618.1582
10-Jan-2020 20:14:30,-75.1985,-104.8266,2826.5107,-618.1357
10-Jan-2020 20:14:29,-75.1985,-104.8266,2826.2665,-618.1045
10-Jan-2020 20:14:29,-75.1985,-104.8266,2826.0222,-618.0632
10-Jan-2020 20:14:29,-75.1985,-104.8266,2825.7752,-618.0260
10-Jan-2020 20:14:29,-75.1985,-104.8266,2825.5240,-617.9869
10-Jan-2020 20:14:29,-75.1985,-104.8266,2825.2676,-617.9361
10-Jan-2020 20:14:28,-75.1985,-104.8266,2825.0074,-617.8790
10-Jan-2020 20:14:26,-75.1985,-104.8266,2824.7420,-617.8239
10-Jan-2020 20:14:24,-75.1985,-104.8266,2824.4719,-617.7980
10-Jan-2020 20:14:22,-75.1985,-104.8266,2824.1983,-617.7998
10-Jan-2020 20:14:21,-75.1985,-104.8266,2823.9242,-617.8257
10-Jan-2020 20:14:21,-75.1985,-104.8266,2823.6498,-617.8563
10-Jan-2020 20:14:21,-75.1985,-104.8266,2823.3751,-617.8913
10-Jan-2020 20:14:21,-75.1985,-104.8266,2823.1005,-617.9256
10-Jan-2020 20:14:21,-75.1985,-104.8266,2822.8273,-617.9618
10-Jan-2020 20:14:20,-75.1985,-104.8266,2822.5554,-617.9853
10-Jan-2020 20:14:18,-75.1986,-104.8266,2822.2845,-617.9994
10-Jan-2020 20:14:15,-75.1986,-104.8266,2822.0140,-618.0024
10-Jan-2020 20:14:13,-75.1986,-104.8266,2821.7415,-617.9973
10-Jan-2020 20:14:12,-75.1986,-104.8266,2821.4649,-617.9840
10-Jan-2020 20:14:12,-75.1986,-104.8266,2821.1842,-617.9719
10-Jan-2020 20:14:12,-75.1986,-104.8266,2820.9038,-617.9709
10-Jan-2020 20:14:12,-75.1986,-104.8266,2820.6235,-617.9809
10-Jan-2020 20:14:11,-75.1986,-104.8266,2820.3427,-617.9869
10-Jan-2020 20:14:09,-75.1986,-104.8266,2820.0599,-617.9837
10-Jan-2020 20:14:06,-75.1986,-104.8266,2819.7778,-617.9712
10-Jan-2020 20:14:04,-75.1986,-104.8266,2819.4979,-617.9652
10-Jan-2020 20:14:03,-75.1986,-104.8266,2819.2194,-617.9685
10-Jan-2020 20:14:03,-75.1986,-104.8266,2818.9420,-617.9892
10-Jan-2020 20:14:03,-75.1986,-104.8266,2818.6665,-618.0234
10-Jan-2020 20:14:03,-75.1986,-104.8266,2818.3947,-618.0703
10-Jan-2020 20:14:03,-75.1986,-104.8266,2818.1276,-618.1164
10-Jan-2020 20:14:02,-75.1986,-104.8266,2817.8647,-618.1579
10-Jan-2020 20:14:00,-75.1986,-104.8266,2817.6028,-618.1915
10-Jan-2020 20:13:58,-75.1986,-104.8266,2817.3369,-618.2203
10-Jan-2020 20:13:56,-75.1986,-104.8266,2817.0628,-618.2328
10-Jan-2020 20:13:55,-75.1986,-104.8266,2816.7826,-618.2334
10-Jan-2020 20:13:55,-75.1986,-104.8266,2816.5004,-618.2245
10-Jan-2020 20:13:55,-75.1986,-104.8266,2816.1884,-618.2429
10-Jan-2020 20:13:55,-75.1986,-104.8266,2815.8452,-618.2868
10-Jan-2020 20:13:54,-75.1986,-104.8266,2815.4699,-618.3563
10-Jan-2020 20:13:52,-75.1986,-104.8266,2815.1258,-618.4014
10-Jan-2020 20:13:49,-75.1986,-104.8266,2814.8144,-618.4190
10-Jan-2020 20:13:47,-75.1986,-104.8266,2814.5355,-618.4158
10-Jan-2020 20:13:46,-75.1986,-104.8266,2814.2546,-618.4206
10-Jan-2020 20:13:46,-75.1986,-104.8266,2813.9713,-618.4282
10-Jan-2020 20:13:46,-75.1986,-104.8266,2813.6876,-618.4252
10-Jan-2020 20:13:46,-75.1986,-104.8266,2813.4072,-618.4012
10-Jan-2020 20:13:45,-75.1986,-104.8266,2813.1324,-618.3698
10-Jan-2020 20:13:43,-75.1986,-104.8266,2812.8605,-618.3387
10-Jan-2020 20:13:40,-75.1986,-104.8266,2812.5919,-618.3202
10-Jan-2020 20:13:38,-75.1986,-104.8266,2812.3246,-618.3117
10-Jan-2020 20:13:37,-75.1986,-104.8266,2812.0619,-618.3126
10-Jan-2020 20:13:37,-75.1986,-104.8266,2811.8018,-618.3002
10-Jan-2020 20:13:37,-75.1986,-104.8266,2811.5443,-618.2667
10-Jan-2020 20:13:37,-75.1987,-104.8266,2811.2879,-618.2068
10-Jan-2020 20:13:37,-75.1987,-104.8266,2811.0335,-618.1502
10-Jan-2020 20:13:36,-75.1987,-104.8266,2810.7805,-618.0946
10-Jan-2020 20:13:35,-75.1987,-104.8266,2810.5261,-618.0510
10-Jan-2020 20:13:32,-75.1987,-104.8266,2810.2680,-618.0101
10-Jan-2020 20:13:30,-75.1987,-104.8266,2810.0077,-617.9897
10-Jan-2020 20:13:29,-75.1987,-104.8266,2809.7487,-617.9841
10-Jan-2020 20:13:29,-75.1987,-104.8266,2809.4923,-617.9965
10-Jan-2020 20:13:29,-75.1987,-104.8266,2809.2382,-618.0141
10-Jan-2020 20:13:29,-75.1987,-104.8266,2808.9856,-618.0363
10-Jan-2020 20:13:29,-75.1987,-104.8266,2808.7362,-618.0483
10-Jan-2020 20:13:28,-75.1987,-104.8266,2808.4898,-618.0511
10-Jan-2020 20:13:26,-75.1987,-104.8266,2808.2472,-618.0465
10-Jan-2020 20:13:23,-75.1987,-104.8266,2808.0090,-618.0500
10-Jan-2020 20:13:21,-75.1987,-104.8266,2807.7813,-618.0728
10-Jan-2020 20:13:20,-75.1987,-104.8266,2807.5706,-618.1138
10-Jan-2020 20:13:20,-75.1987,-104.8266,2807.3844,-618.1611
10-Jan-2020 20:13:20,-75.1987,-104.8266,2807.2277,-618.1883
10-Jan-2020 20:13:20,-75.1987,-104.8266,2807.1013,-618.1908
10-Jan-2020 20:13:19,-75.1987,-104.8266,2806.9996,-618.1734
10-Jan-2020 20:13:17,-75.1987,-104.8266,2806.9088,-618.1548
10-Jan-2020 20:13:14,-75.1987,-104.8266,2806.8109,-618.1416
10-Jan-2020 20:13:12,-75.1987,-104.8266,2806.6848,-618.1347
10-Jan-2020 20:13:12,-75.1987,-104.8266,2806.5180,-618.1320
10-Jan-2020 20:13:12,-75.1987,-104.8266,2806.3105,-618.1323
10-Jan-2020 20:13:12,-75.1987,-104.8266,2806.0769,-618.1349
10-Jan-2020 20:13:12,-75.1987,-104.8266,2805.8292,-618.1320
10-Jan-2020 20:13:12,-75.1987,-104.8265,2805.5748,-618.1143
10-Jan-2020 20:13:11,-75.1987,-104.8265,2805.3154,-618.0760
10-Jan-2020 20:13:09,-75.1987,-104.8265,2805.0581,-618.0355
10-Jan-2020 20:13:06,-75.1987,-104.8265,2804.8091,-618.0080
10-Jan-2020 20:13:04,-75.1987,-104.8265,2804.5728,-618.0056
10-Jan-2020 20:13:03,-75.1987,-104.8265,2804.3464,-618.0065
10-Jan-2020 20:13:03,-75.1987,-104.8265,2804.1226,-618.0037
10-Jan-2020 20:13:03,-75.1987,-104.8265,2803.8931,-617.9900
10-Jan-2020 20:13:03,-75.1987,-104.8265,2803.6538,-617.9827
10-Jan-2020 20:13:02,-75.1987,-104.8265,2803.4069,-617.9728
10-Jan-2020 20:13:00,-75.1987,-104.8265,2803.1567,-617.9614
10-Jan-2020 20:12:57,-75.1987,-104.8265,2802.9061,-617.9274
10-Jan-2020 20:12:55,-75.1987,-104.8265,2802.6547,-617.8938
10-Jan-2020 20:12:54,-75.1987,-104.8265,2802.3994,-617.8584
10-Jan-2020 20:12:54,-75.1987,-104.8265,2802.1416,-617.8446
10-Jan-2020 20:12:54,-75.1987,-104.8265,2801.8815,-617.8254
10-Jan-2020 20:12:54,-75.1987,-104.8265,2801.6250,-617.8058
10-Jan-2020 20:12:54,-75.1987,-104.8265,2801.3712,-617.7596
10-Jan-2020 20:12:53,-75.1987,-104.8265,2801.1206,-617.6994
10-Jan-2020 20:12:51,-75.1987,-104.8265,2800.8702,-617.6243
10-Jan-2020 20:12:48,-75.1987,-104.8265,2800.6193,-617.5640
10-Jan-2020 20:12:47,-75.1987,-104.8265,2800.3685,-617.5264
10-Jan-2020 20:12:46,-75.1988,-104.8265,2800.1177,-617.5068
10-Jan-2020 20:12:46,-75.1988,-104.8265,2799.8685,-617.4896
10-Jan-2020 20:12:46,-75.1988,-104.8265,2799.6191,-617.4677
10-Jan-2020 20:12:46,-75.1988,-104.8265,2799.3688,-617.4427
10-Jan-2020 20:12:46,-75.1988,-104.8265,2799.1160,-617.4193
10-Jan-2020 20:12:45,-75.1988,-104.8265,2798.8617,-617.3903
10-Jan-2020 20:12:43,-75.1988,-104.8265,2798.6074,-617.3523
10-Jan-2020 20:12:40,-75.1988,-104.8265,2798.3532,-617.3043
10-Jan-2020 20:12:38,-75.1988,-104.8265,2798.0999,-617.2513
10-Jan-2020 20:12:37,-75.1988,-104.8265,2797.8464,-617.2074
10-Jan-2020 20:12:37,-75.1988,-104.8265,2797.5940,-617.1714
10-Jan-2020 20:12:37,-75.1988,-104.8265,2797.3420,-617.1463
10-Jan-2020 20:12:37,-75.1988,-104.8265,2797.0916,-617.1178
10-Jan-2020 20:12:36,-75.1988,-104.8265,2796.8436,-617.0820
10-Jan-2020 20:12:34,-75.1988,-104.8265,2796.5990,-617.0333
10-Jan-2020 20:12:31,-75.1988,-104.8265,2796.3552,-616.9815
10-Jan-2020 20:12:29,-75.1988,-104.8265,2796.1088,-616.9333
10-Jan-2020 20:12:28,-75.1988,-104.8265,2795.8565,-616.9043
10-Jan-2020 20:12:28,-75.1988,-104.8265,2795.6008,-616.8902
10-Jan-2020 20:12:28,-75.1988,-104.8265,2795.3442,-616.8857
10-Jan-2020 20:12:28,-75.1988,-104.8265,2795.0895,-616.8757
10-Jan-2020 20:12:28,-75.1988,-104.8265,2794.8347,-616.8506
10-Jan-2020 20:12:27,-75.1988,-104.8265,2794.5788,-616.8099
10-Jan-2020 20:12:25,-75.1988,-104.8265,2794.3212,-616.7550
10-Jan-2020 20:12:23,-75.1988,-104.8265,2794.0620,-616.6883
10-Jan-2020 20:12:21,-75.1988,-104.8265,2793.8010,-616.6167
10-Jan-2020 20:12:20,-75.1988,-104.8265,2793.5392,-616.5453
10-Jan-2020 20:12:20,-75.1988,-104.8265,2793.2782,-616.4965
10-Jan-2020 20:12:20,-75.1988,-104.8265,2793.0184,-616.4609
10-Jan-2020 20:12:20,-75.1988,-104.8265,2792.7589,-616.4380
10-Jan-2020 20:12:20,-75.1988,-104.8265,2792.5002,-616.4136
10-Jan-2020 20:12:19,-75.1988,-104.8265,2792.2435,-616.3935
10-Jan-2020 20:12:17,-75.1988,-104.8265,2791.9930,-616.3632
10-Jan-2020 20:12:14,-75.1988,-104.8265,2791.7491,-616.3156
10-Jan-2020 20:12:12,-75.1988,-104.8265,2791.5126,-616.2489
10-Jan-2020 20:12:11,-75.1988,-104.8265,2791.2761,-616.1840
10-Jan-2020 20:12:11,-75.1988,-104.8265,2791.0366,-616.1183
10-Jan-2020 20:12:11,-75.1988,-104.8265,2790.7915,-616.0575
10-Jan-2020 20:12:11,-75.1988,-104.8265,2790.5433,-616.0075
10-Jan-2020 20:12:10,-75.1988,-104.8265,2790.2926,-615.9935
10-Jan-2020 20:12:08,-75.1988,-104.8265,2790.0396,-616.0109
10-Jan-2020 20:12:05,-75.1988,-104.8265,2789.7848,-616.0224
10-Jan-2020 20:12:03,-75.1988,-104.8265,2789.5289,-616.0043
10-Jan-2020 20:12:02,-75.1988,-104.8265,2789.2736,-615.9561
10-Jan-2020 20:12:02,-75.1988,-104.8265,2789.0197,-615.9103
10-Jan-2020 20:12:02,-75.1989,-104.8265,2788.7671,-615.8692
10-Jan-2020 20:12:02,-75.1989,-104.8265,2788.5146,-615.8334
10-Jan-2020 20:12:02,-75.1989,-104.8265,2788.2614,-615.7930
10-Jan-2020 20:12:01,-75.1989,-104.8265,2788.0089,-615.7600
10-Jan-2020 20:12:00,-75.1989,-104.8265,2787.7568,-615.7327
10-Jan-2020 20:11:57,-75.1989,-104.8265,2787.5040,-615.7123
10-Jan-2020 20:11:55,-75.1989,-104.8265,2787.2488,-615.6903
10-Jan-2020 20:11:54,-75.1989,-104.8265,2786.9938,-615.6573
10-Jan-2020 20:11:54,-75.1989,-104.8265,2786.7415,-615.6138
10-Jan-2020 20:11:54,-75.1989,-104.8265,2786.4939,-615.5742
10-Jan-2020 20:11:54,-75.1989,-104.8265,2786.2480,-615.5659
10-Jan-2020 20:11:54,-75.1989,-104.8265,2786.0011,-615.5840
10-Jan-2020 20:11:53,-75.1989,-104.8265,2785.7493,-615.5993
10-Jan-2020 20:11:51,-75.1989,-104.8265,2785.4926,-615.5915
10-Jan-2020 20:11:48,-75.1989,-104.8265,2785.2328,-615.5610
10-Jan-2020 20:11:46,-75.1989,-104.8265,2784.9724,-615.5254
10-Jan-2020 20:11:45,-75.1989,-104.8265,2784.7127,-615.4797
10-Jan-2020 20:11:45,-75.1989,-104.8265,2784.4537,-615.4250
10-Jan-2020 20:11:45,-75.1989,-104.8265,2784.1957,-615.3651
10-Jan-2020 20:11:45,-75.1989,-104.8265,2783.9393,-615.3198
10-Jan-2020 20:11:44,-75.1989,-104.8265,2783.6853,-615.3044
10-Jan-2020 20:11:42,-75.1989,-104.8265,2783.4340,-615.3157
10-Jan-2020 20:11:39,-75.1989,-104.8265,2783.1853,-615.3383
10-Jan-2020 20:11:37,-75.1989,-104.8265,2782.9392,-615.3508
10-Jan-2020 20:11:36,-75.1989,-104.8265,2782.6953,-615.3463
10-Jan-2020 20:11:36,-75.1989,-104.8265,2782.4529,-615.3277
10-Jan-2020 20:11:36,-75.1989,-104.8265,2782.2093,-615.3015
10-Jan-2020 20:11:36,-75.1989,-104.8265,2781.9624,-615.2714
10-Jan-2020 20:11:36,-75.1989,-104.8265,2781.7093,-615.2418
10-Jan-2020 20:11:36,-75.1989,-104.8265,2781.4506,-615.2168
10-Jan-2020 20:11:34,-75.1989,-104.8265,2781.1886,-615.1983
10-Jan-2020 20:11:31,-75.1989,-104.8265,2780.9290,-615.1821
10-Jan-2020 20:11:29,-75.1989,-104.8265,2780.6719,-615.1643
10-Jan-2020 20:11:28,-75.1989,-104.8265,2780.4156,-615.1435
10-Jan-2020 20:11:28,-75.1989,-104.8265,2780.1569,-615.1146
10-Jan-2020 20:11:28,-75.1989,-104.8265,2779.8977,-615.0796
10-Jan-2020 20:11:28,-75.1989,-104.8265,2779.6393,-615.0420
10-Jan-2020 20:11:28,-75.1989,-104.8265,2779.3836,-615.0117
10-Jan-2020 20:11:27,-75.1989,-104.8265,2779.1288,-614.9898
10-Jan-2020 20:11:25,-75.1989,-104.8265,2778.8742,-614.9734
10-Jan-2020 20:11:22,-75.1989,-104.8265,2778.6182,-614.9532
10-Jan-2020 20:11:20,-75.1989,-104.8265,2778.3601,-614.9258
10-Jan-2020 20:11:19,-75.1989,-104.8265,2778.1012,-614.8763
10-Jan-2020 20:11:19,-75.1989,-104.8265,2777.8446,-614.8187
10-Jan-2020 20:11:19,-75.1990,-104.8265,2777.5936,-614.7503
10-Jan-2020 20:11:19,-75.1990,-104.8265,2777.3481,-614.6950
10-Jan-2020 20:11:18,-75.1990,-104.8265,2777.1045,-614.6436
10-Jan-2020 20:11:16,-75.1990,-104.8265,2776.8589,-614.6060
10-Jan-2020 20:11:13,-75.1990,-104.8265,2776.6085,-614.5739
10-Jan-2020 20:11:12,-75.1990,-104.8265,2776.3547,-614.5510
10-Jan-2020 20:11:11,-75.1990,-104.8265,2776.0984,-614.5276
10-Jan-2020 20:11:11,-75.1990,-104.8265,2775.8429,-614.5055
10-Jan-2020 20:11:11,-75.1990,-104.8265,2775.5891,-614.4710
10-Jan-2020 20:11:11,-75.1990,-104.8265,2775.3377,-614.4227
10-Jan-2020 20:11:11,-75.1990,-104.8265,2775.0864,-614.3611
10-Jan-2020 20:11:10,-75.1990,-104.8265,2774.8333,-614.3079
10-Jan-2020 20:11:08,-75.1990,-104.8265,2774.5788,-614.2727
10-Jan-2020 20:11:05,-75.1990,-104.8265,2774.3245,-614.2610
10-Jan-2020 20:11:03,-75.1990,-104.8265,2774.0712,-614.2537
10-Jan-2020 20:11:02,-75.1990,-104.8265,2773.8177,-614.2510
10-Jan-2020 20:11:02,-75.1990,-104.8265,2773.5629,-614.2280
10-Jan-2020 20:11:02,-75.1990,-104.8265,2773.3070,-614.1969
10-Jan-2020 20:11:02,-75.1990,-104.8265,2773.0505,-614.1475
10-Jan-2020 20:11:01,-75.1990,-104.8265,2772.7937,-614.0939
